digit1,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,sequence
2,2.3922246,6.1232333,7.140781,0.33750278,-0.34193155,0.16859868,0.31544104,0.110243976,0.55580336,11.6625,17.925001,8.587501,2148
2,2.386424488858077,6.133147388468812,7.134493148050464,0.33750278,-0.34193155,0.16859868,0.3012708380175446,0.0978593600810557,0.5488038926621969,11.660667768333251,17.939952862453804,8.577735438733617,2148
2,2.4008517287091844,6.134190677855084,7.146338701252622,0.33750278,-0.34193155,0.16859868,0.3012169079798898,0.1072103910320303,0.5631898655826634,11.664070434369574,17.940400489125224,8.586318228408041,2148
2,2.389145802156702,6.125802152446342,7.126968076896931,0.33750278,-0.34193155,0.16859868,0.3284774759078243,0.1011953672911173,0.5503564135440997,11.664432694669298,17.936479999500147,8.590697419102124,2148
2,2.392742798624932,6.109564782397246,7.139837557359969,0.33750278,-0.34193155,0.16859868,0.3226307801532831,0.1037687481001726,0.5594073944035314,11.644249283642324,17.932971558172582,8.585993404713834,2148
2,2.3943484615218837,6.124916361919114,7.149292163721577,0.33750278,-0.34193155,0.16859868,0.3269641210131523,0.092089205736912,0.5685240500200798,11.662465278813317,17.92583528905908,8.599172692741234,2148
7,1.4835501,5.8504515,7.489535,0.043371398,0.0006108648,0.0013744457,0.3069256,0.12921965,0.57521135,12.056251,17.2875,7.6687503,7255
7,1.4923081248604504,5.854181493092984,7.482455935138876,0.043371398,0.0006108648,0.0013744457,0.3063239567830075,0.1295363948949623,0.5730229066851065,12.042140450451669,17.283464921024752,7.67529572055164,7255
7,1.4795477656155387,5.837912458795466,7.496276076038171,0.043371398,0.0006108648,0.0013744457,0.3059773849248769,0.1295972093456205,0.59042095786301,12.066023752218,17.294648828686896,7.670539385625268,7255
7,1.490495312736557,5.84833978022193,7.485127305611275,0.043371398,0.0006108648,0.0013744457,0.3144258409149292,0.1344212904528409,0.5918971241945714,12.063584712542845,17.27690529275262,7.662849909035226,7255
7,1.490167606242546,5.855319399700609,7.477566875138295,0.043371398,0.0006108648,0.0013744457,0.3010163199223962,0.129867305655741,0.5745366786554444,12.05611386543338,17.279338809142587,7.674295325549497,7255
7,1.4893695778946632,5.8405567022280875,7.48567463279517,0.043371398,0.0006108648,0.0013744457,0.3205752600078431,0.1302939675378773,0.5806083452059325,12.056270556274836,17.289527618498663,7.661281739021093,7255
7,1.4452649,5.456234,7.7964144,0.09086613,-0.113926284,0.027641632,0.28185213,0.11957671,0.5803284,11.137501,18.018751,7.1062503,7932
7,1.4370131170701042,5.469844995439857,7.79214632907421,0.09086613,-0.113926284,0.027641632,0.2776576656622359,0.119307331877276,0.5847553909623948,11.14507494637141,18.01898325852607,7.101134730069953,7932
7,1.4593835646339302,5.458421486858487,7.770928747893634,0.09086613,-0.113926284,0.027641632,0.2804155404252431,0.1250411804452386,0.5760072508805535,11.137824344720824,18.011076114253047,7.096722903446319,7932
7,1.4383866419905609,5.4611219711544745,7.789019633492245,0.09086613,-0.113926284,0.027641632,0.288100963956892,0.1189774351894392,0.5743044382372762,11.12524457439961,18.015721253010945,7.112107454307914,7932
7,1.4394192584830003,5.452925252205465,7.805874354756023,0.09086613,-0.113926284,0.027641632,0.2828007809470946,0.1302853283101767,0.5582734795418534,11.128650256997776,18.004568321485173,7.084677878371325,7932
7,1.4370367322073014,5.440017829981559,7.7983864195346175,0.09086613,-0.113926284,0.027641632,0.2988169670322245,0.1235951735733994,0.588012029547102,11.142754404869883,18.01637541271432,7.115126527525114,7932
5,1.835295,5.705087,7.5786676,0.07574723,-0.101250835,0.0108428495,0.30473295,0.10852482,0.57343775,10.106251,17.90625,7.8562503,5820
5,1.8304840915981264,5.720965335272281,7.5698793392910675,0.07574723,-0.101250835,0.0108428495,0.3008224093475649,0.1228889453481984,0.5789150695265356,10.093811991885952,17.925269245934892,7.851514005785674,5820
5,1.8380942068257855,5.707488008484917,7.575784439246269,0.07574723,-0.101250835,0.0108428495,0.2979889312717933,0.1117018295791364,0.5534387626536792,10.112613691913134,17.891011063322747,7.845804062247138,5820
5,1.8367384378681,5.698174114543011,7.565399856069776,0.07574723,-0.101250835,0.0108428495,0.294773941923512,0.1055352307336944,0.5642383163770424,10.106674434684347,17.899526766749286,7.869749870437203,5820
5,1.833811007738068,5.702515869529176,7.581792848017435,0.07574723,-0.101250835,0.0108428495,0.2978658752654529,0.1101165027155176,0.5743009205149524,10.102873679254929,17.89796528067487,7.854048046410328,5820
5,1.837950650179025,5.715539872815702,7.578830787473343,0.07574723,-0.101250835,0.0108428495,0.3009791266923911,0.10886919098556,0.5702602536242336,10.098763140602715,17.91065976999385,7.846996297688968,5820
7,1.899303,5.8677993,7.645068,-0.01970039,0.083688475,-0.0036651888,0.31298912,0.11363966,0.5714213,10.725,17.268751,7.6312504,7513
7,1.9025887616790031,5.866535598053972,7.660385384330311,-0.01970039,0.083688475,-0.0036651888,0.3020448721592739,0.0948082531256324,0.5650285053968485,10.735325163188834,17.256652575016105,7.627344948022675,7513
7,1.901031785495372,5.8617442877231145,7.6461524540346595,-0.01970039,0.083688475,-0.0036651888,0.3069050370605971,0.1178026817106718,0.5714015532073035,10.733875572882976,17.259181137565346,7.619360099098957,7513
7,1.8953522911371337,5.8876162983496005,7.644091162345701,-0.01970039,0.083688475,-0.0036651888,0.3175515450983745,0.1324625911306736,0.5852824697481558,10.74173269181352,17.26993222866121,7.637074079870769,7513
7,1.883715390655368,5.8785917719019745,7.639221057162195,-0.01970039,0.083688475,-0.0036651888,0.3088461521591834,0.121954164017712,0.5602388990746714,10.717577762284089,17.266064006176354,7.6390686053623105,7513
7,1.9044959968243411,5.872516494657362,7.661672241573154,-0.01970039,0.083688475,-0.0036651888,0.3054049399738013,0.1296587864839681,0.5631229849988132,10.726659544423716,17.26859009094294,7.627586204127232,7513
4,1.6498512,5.599205,7.7425756,0.052687086,-0.017409647,0.03375028,0.281473,0.11718715,0.5768405,11.75625,19.03125,7.7250004,4091
4,1.653446686255046,5.58863581311295,7.759463056253704,0.052687086,-0.017409647,0.03375028,0.292548581934948,0.1131555863109167,0.5757353803456264,11.751215582749795,19.02342336521282,7.717472000127457,4091
4,1.63971432268393,5.595182723775219,7.74538920846934,0.052687086,-0.017409647,0.03375028,0.287201532189917,0.1047904978286325,0.587239178253855,11.749427280585364,19.03427719331872,7.744779079385981,4091
4,1.6488314588869584,5.586609609380893,7.742851978513482,0.052687086,-0.017409647,0.03375028,0.2769734037007527,0.1287754786406827,0.5769320960711706,11.754290473220603,19.037344880156137,7.7366178671447505,4091
4,1.642104042283702,5.608262085738345,7.738316681127602,0.052687086,-0.017409647,0.03375028,0.2811280097186253,0.1143608726132281,0.581340207910944,11.76517590625599,19.0321463228154,7.720113630774602,4091
