digit1,digit2,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,acc2X,acc2Y,acc2Z,gyro2X,gyro2Y,gyro2Z,rot2X,rot2Y,rot2Z,mag2X,mag2Y,mag2Z,sequence
7,0,0.90388876,5.2893343,8.043473,0.3827068,0.074067354,0.2376264,0.17019989,-0.23334444,-0.7295151,9.675,34.2,32.925003,0.9870393,6.09093,7.283752,0.32986698,-0.017867794,-0.021380268,0.18742613,-0.257631,-0.72281194,11.64375,29.643751,25.181252,701
7,0,0.8937074639611516,5.286296613946941,8.03511077134445,0.3827068,0.074067354,0.2376264,0.1808125785662251,-0.2376546586700655,-0.7121633885904326,9.682587099749467,34.20131663990633,32.93773669630743,1.0076276550151346,6.093350298820539,7.285932747016999,0.32986698,-0.017867794,-0.021380268,0.1853874081480409,-0.2598641711421881,-0.7099111117354606,11.629061572478252,29.63379719336216,25.162192010657655,701
7,0,0.895374016929553,5.275145580051723,8.07173875665847,0.3827068,0.074067354,0.2376264,0.1780951151818741,-0.2323073908568355,-0.7246489451171585,9.652995247396351,34.20783565075103,32.92667449007297,0.9810443010782116,6.097020700557934,7.283089921792353,0.32986698,-0.017867794,-0.021380268,0.1728663040565693,-0.2500727654591041,-0.7193281833602497,11.64724550004528,29.640438487784365,25.18062544319108,701
7,0,0.911628628714902,5.293464486974401,8.026150951712983,0.3827068,0.074067354,0.2376264,0.1747504161228317,-0.2470512033684603,-0.7345079048451085,9.676774651838334,34.20695519167346,32.89517236596606,0.9922533291710272,6.075194037983894,7.275927735303952,0.32986698,-0.017867794,-0.021380268,0.1800423941465944,-0.2534457627816672,-0.7299713975620404,11.648242955420017,29.644042083644823,25.179256091725787,701
7,0,0.8983418745488704,5.285841633166636,8.034797344293539,0.3827068,0.074067354,0.2376264,0.1574557105165753,-0.2254596825345393,-0.7271796306852314,9.675291810515924,34.20869761978749,32.92260746167949,0.9834807682248587,6.079248203027158,7.283074857744583,0.32986698,-0.017867794,-0.021380268,0.1937075145004142,-0.2705387943734835,-0.729037001368381,11.651061052720172,29.640370796721516,25.185373914789295,701
7,0,0.9154296067667504,5.287609035720354,8.038782573059942,0.3827068,0.074067354,0.2376264,0.172776823979257,-0.2242523120807229,-0.7294068664805073,9.680016019110072,34.204643443013175,32.93256628155843,0.9821351925404548,6.077590412037472,7.2818901054384595,0.32986698,-0.017867794,-0.021380268,0.1830806895883233,-0.2604879264318834,-0.7073228808984113,11.63738328626839,29.639111543847648,25.16458531335533,701
3,2,2.5525436,5.983253,7.4859457,0.38423395,-0.46517354,0.2771799,0.32758456,0.06444946,0.45781994,15.825001,21.84375,15.69375,3.2327034,6.328418,6.9559355,0.24846925,-0.11362085,0.028710645,0.32758456,0.06444946,0.45781994,13.968751,20.8125,16.2,327
3,2,2.556848029374205,5.97849656250474,7.47391817475295,0.38423395,-0.46517354,0.2771799,0.3195186113664177,0.0615946413199546,0.4497392852349624,15.833931195444952,21.841908131395645,15.693853835087282,3.2293554923959977,6.333337974430011,6.943530313224701,0.24846925,-0.11362085,0.028710645,0.3116321890183683,0.0590903579645797,0.4624435846650164,13.969476686729292,20.82412325800522,16.205495442365706,327
3,2,2.5711679657272333,5.985095894840124,7.477584981969911,0.38423395,-0.46517354,0.2771799,0.324353042081785,0.074164771158033,0.4439652958180797,15.817198196495456,21.83045851413151,15.699852469680671,3.241820949479504,6.330218208091758,6.954220068661985,0.24846925,-0.11362085,0.028710645,0.3137626486799256,0.0653914114194888,0.4452417042312709,13.978795900009764,20.81497606507096,16.202526102489898,327
3,2,2.550764640686691,5.995318683925381,7.500823536058749,0.38423395,-0.46517354,0.2771799,0.3354965642731903,0.0659455863790253,0.4572214602294754,15.826622139508334,21.846509499177436,15.68706928227832,3.231537331755874,6.334381262428258,6.938349341151059,0.24846925,-0.11362085,0.028710645,0.3236401255301844,0.0752630654354217,0.4509440666830476,13.953398139304907,20.814324654904784,16.1973536616182,327
3,2,2.5400873262116095,5.970768365377156,7.501133299558434,0.38423395,-0.46517354,0.2771799,0.3289697991776684,0.0509142734997159,0.4543218135817161,15.82772963749297,21.838809432533285,15.680969976834028,3.230760292967764,6.321894553306123,6.947644085901374,0.24846925,-0.11362085,0.028710645,0.318593216619772,0.0606081027966439,0.4528193530728924,13.97527960841987,20.82989304380332,16.200016388637174,327
3,2,2.5594861291026287,5.973902980709963,7.498226767936884,0.38423395,-0.46517354,0.2771799,0.3131789046081027,0.0434892210417458,0.4432042201987071,15.834446509099422,21.845162781496818,15.708217284627576,3.2496007757835628,6.323495963350723,6.959242812860938,0.24846925,-0.11362085,0.028710645,0.3346556144198823,0.068405728021979,0.4717458241347928,13.963092844821976,20.807897255730108,16.212942042902608,327
5,4,2.129014,5.7966127,7.6163545,0.18723005,-0.21395539,0.035124727,0.29539785,0.061704807,0.43321133,13.931251,20.625,15.000001,1.8346968,5.8797636,7.2023964,0.057268575,0.20051636,-0.0097738365,0.31407285,0.053689085,0.42791703,12.76875,20.212502,15.431251,540
5,4,2.137562443311436,5.7907870927445195,7.606707732263943,0.18723005,-0.21395539,0.035124727,0.2992194739264854,0.0536849802474636,0.4220080120393233,13.92481431445289,20.61836482328304,14.997361619700722,1.8366219845192135,5.881294351566489,7.214312044020733,0.057268575,0.20051636,-0.0097738365,0.3133592175946552,0.0666486051945197,0.4115676627309174,12.770487033891822,20.229779400901688,15.427916549817043,540
5,4,2.13609775169414,5.820601730478688,7.617260747966186,0.18723005,-0.21395539,0.035124727,0.2925985568191291,0.0634774041481402,0.4265150397050569,13.933820689193803,20.62634653279942,14.99005469182204,1.8364806253742525,5.892655034331986,7.207476432660046,0.057268575,0.20051636,-0.0097738365,0.3062485256463024,0.0513021641567434,0.4008225219760022,12.785070854012574,20.20023539064513,15.42961282784041,540
5,4,2.1365896997746323,5.812059700219725,7.627990259131208,0.18723005,-0.21395539,0.035124727,0.3115182486153629,0.0636857116418185,0.4260349919736909,13.93671681335314,20.628868171860095,15.017072631911285,1.8492862267246408,5.862824383457818,7.203318171914372,0.057268575,0.20051636,-0.0097738365,0.3179724241005381,0.0680318064848993,0.4256736816841298,12.76396058935957,20.213449937321517,15.440219512734313,540
5,4,2.1317923147130897,5.800967076872124,7.617163324069764,0.18723005,-0.21395539,0.035124727,0.2977172494715437,0.0617394513938277,0.4276751254416118,13.92834171104659,20.60812712665514,14.991010169643529,1.8219010199659136,5.883962753741826,7.212090474074144,0.057268575,0.20051636,-0.0097738365,0.3031175519330243,0.0572387162109003,0.4204595502360124,12.78464980405006,20.223649155340215,15.437745263767347,540
5,4,2.139415900187412,5.7973363384362635,7.618745847400633,0.18723005,-0.21395539,0.035124727,0.2893601151277493,0.0646824425622283,0.4352468834278195,13.940800354332737,20.627467219636003,14.975252664448355,1.833875308475881,5.890335720541134,7.206476912817971,0.057268575,0.20051636,-0.0097738365,0.3200077203965006,0.0485658020690137,0.4144802285142868,12.765536425002692,20.2176382471988,15.436517383225596,540
9,1,3.1004999,6.068198,7.05105,-0.08353576,0.21670428,-0.022143848,0.3409977,0.040808614,0.4435161,11.512501,19.03125,15.093751,1.8921245,5.933004,7.1742806,0.032070402,-0.057726722,0.03573559,0.32012278,0.0771683,0.4559363,9.450001,17.268751,15.675,913
9,1,3.097361962861035,6.048756810465509,7.056020381533727,-0.08353576,0.21670428,-0.022143848,0.3526730274337341,0.040537114599309,0.4327025009248008,11.525367831178334,19.02692628609952,15.101839439435004,1.890214082106313,5.923271195577118,7.1679741383520525,0.032070402,-0.057726722,0.03573559,0.3345167690898031,0.0650539277575953,0.4537589038016445,9.438935586066895,17.266305225678515,15.675698049370062,913
9,1,3.0902947862540637,6.05904792357853,7.046102900152793,-0.08353576,0.21670428,-0.022143848,0.3608668136199744,0.0461952939487158,0.4423208207545817,11.527242554125523,19.062562251283595,15.088324377298209,1.9050839982981764,5.922356822811664,7.184388826647127,0.032070402,-0.057726722,0.03573559,0.3311842545464476,0.0594224842995583,0.454083854300064,9.441284028417966,17.263718091670977,15.67800302460846,913
9,1,3.0868647189965897,6.066480054792448,7.053156808101938,-0.08353576,0.21670428,-0.022143848,0.3369613426315976,0.0334197193075571,0.4429564986076289,11.518764673150464,19.023887539917364,15.092339838975567,1.8982226836185585,5.924275976155364,7.180117151442362,0.032070402,-0.057726722,0.03573559,0.3167678575056056,0.0955608532234104,0.4622143435662784,9.45708700518569,17.262268696740644,15.679889746417086,913
9,1,3.1029315323463136,6.071056297605765,7.068227182468702,-0.08353576,0.21670428,-0.022143848,0.3255185286551,0.0490833975181617,0.4435610222606244,11.512004092870832,19.028841701852308,15.101782463675814,1.9001337093069304,5.934318354775007,7.174285166935055,0.032070402,-0.057726722,0.03573559,0.3160487214046612,0.0888376478866499,0.4454153305040001,9.440826010691406,17.262370175484055,15.672476980412922,913
