digit1,digit2,digit3,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,acc2X,acc2Y,acc2Z,gyro2X,gyro2Y,gyro2Z,rot2X,rot2Y,rot2Z,mag2X,mag2Y,mag2Z,acc3X,acc3Y,acc3Z,gyro3X,gyro3Y,gyro3Z,rot3X,rot3Y,rot3Z,mag3X,mag3Y,mag3Z,sequence
7.0,0.0,1.0,0.90388876,5.2893343,8.043473,0.3827068,0.074067354,0.2376264,0.17019989,-0.23334444,-0.7295151,9.675,34.2,32.925003,0.9870393,6.09093,7.283752,0.32986698,-0.017867794,-0.021380268,0.18742613,-0.257631,-0.72281194,11.64375,29.643751,25.181252,0.79740816,6.619744,7.0869427,-0.013286309,0.30802858,-0.062460925,0.20606567,-0.2600632,-0.72145957,15.8625,20.6625,11.606251,701.0
7.0,0.0,1.0,0.8921418920794939,5.290239375277825,8.038534928733267,0.3827068,0.074067354,0.2376264,0.1525319477884005,-0.2289151979489697,-0.7312995722729908,9.667762276083025,34.20983455670747,32.92804743265827,0.976880269021542,6.124677640401805,7.27811819345765,0.32986698,-0.017867794,-0.021380268,0.1806062200970689,-0.2774938014312342,-0.7277208341683407,11.641662621207658,29.65184201258569,25.170745848609045,0.797763264872935,6.6196213014053455,7.082260092494925,-0.013286309,0.30802858,-0.062460925,0.2059754332280975,-0.2550332861562258,-0.7168274185399898,15.862893361940984,20.658691769874395,11.61113326283231,701.0
7.0,0.0,1.0,0.9049726805649156,5.29831557901347,8.03554096484583,0.3827068,0.074067354,0.2376264,0.1619935985557909,-0.2319868126060081,-0.7314922565082526,9.688141558229816,34.19099315628201,32.94445799752552,0.98791199697913,6.09588761059157,7.289830463629556,0.32986698,-0.017867794,-0.021380268,0.1918172215488478,-0.2492288965686871,-0.7342864204710713,11.625674248549265,29.643996582216772,25.175026440810186,0.7922308069269735,6.6183700964565135,7.088502821043957,-0.013286309,0.30802858,-0.062460925,0.1888624818023565,-0.251286526074558,-0.7309462834583188,15.865321578730889,20.646475680398023,11.618259615342328,701.0
7.0,0.0,1.0,0.8898413452029328,5.289276603447024,8.044756023274289,0.3827068,0.074067354,0.2376264,0.1757541069563644,-0.2193954486851728,-0.7070167955506844,9.671921607754856,34.21081408377212,32.92324931982474,1.000922852870355,6.079334410553498,7.29036222764176,0.32986698,-0.017867794,-0.021380268,0.1911944729172829,-0.2596918197822578,-0.7280776502976333,11.642432252382566,29.64866879715746,25.18052997961546,0.7964160712437571,6.617276144157973,7.078154714927349,-0.013286309,0.30802858,-0.062460925,0.2088182478083464,-0.2354806522696997,-0.730033535625037,15.842511552861524,20.6586275030102,11.606949301812962,701.0
7.0,0.0,1.0,0.9056261129903108,5.277005577645068,8.050172404591567,0.3827068,0.074067354,0.2376264,0.1666516683874955,-0.2129101726729326,-0.728598076385199,9.676076861634842,34.18808201681363,32.92653664048162,0.9947554386426802,6.10211657320289,7.271021249767764,0.32986698,-0.017867794,-0.021380268,0.1941347801626666,-0.2515524455823426,-0.7244680833464602,11.63081933654492,29.655138877593867,25.17817564154813,0.790565125018711,6.61359628825742,7.105222092099129,-0.013286309,0.30802858,-0.062460925,0.2185744504377701,-0.2522377849650934,-0.710810200536332,15.86609583198803,20.65296597252204,11.60810824877906,701.0
7.0,0.0,1.0,0.8980516589308202,5.282040225624877,8.032516982679427,0.3827068,0.074067354,0.2376264,0.1738965028269862,-0.2266699658479783,-0.735357967624457,9.682662424513374,34.210438914912814,32.92802028375803,0.9925571298804564,6.087998625431948,7.2850031559171935,0.32986698,-0.017867794,-0.021380268,0.181431989227109,-0.2560452146492929,-0.7169389297565575,11.65675465085118,29.654862623393516,25.187626077010567,0.8089544237062921,6.610549508953615,7.078961144657801,-0.013286309,0.30802858,-0.062460925,0.214710526539038,-0.2528447455519492,-0.7298667641974075,15.871708871245746,20.670250784354614,11.597349434889985,701.0
3.0,2.0,7.0,2.5525436,5.983253,7.4859457,0.38423395,-0.46517354,0.2771799,0.32758456,0.06444946,0.45781994,15.825001,21.84375,15.69375,3.2327034,6.328418,6.9559355,0.24846925,-0.11362085,0.028710645,0.32758456,0.06444946,0.45781994,13.968751,20.8125,16.2,2.097309,6.220741,7.19103,-0.15851942,0.5861248,-0.19104797,0.31323904,0.11274788,0.46055436,11.625,18.712502,16.59375,327.0
3.0,2.0,7.0,2.5366887484950205,5.9794217681171675,7.472002978637681,0.38423395,-0.46517354,0.2771799,0.3346910559605112,0.0536823619634456,0.4566655120162766,15.830177681755844,21.84579225883005,15.698892176034668,3.2339996513648477,6.337788456837516,6.957799469063599,0.24846925,-0.11362085,0.028710645,0.3258979541989411,0.0620023924960039,0.457722861349959,13.97075053888432,20.80582196891123,16.189881368785368,2.09626239165323,6.206726841380419,7.204497409625636,-0.15851942,0.5861248,-0.19104797,0.3255556506160845,0.1062149932851251,0.4448698137217597,11.631335057814164,18.719507990759578,16.607010541546774,327.0
3.0,2.0,7.0,2.568801590310169,5.9852866116901575,7.498108636055871,0.38423395,-0.46517354,0.2771799,0.3281383849748813,0.0761529477916569,0.4609356038286916,15.80258811753957,21.834490007765098,15.705920409651444,3.233936149545861,6.321156790473439,6.945358767889375,0.24846925,-0.11362085,0.028710645,0.3213645686834437,0.0591153660070737,0.4559232490556816,13.975072347623254,20.81971697508756,16.210034150678773,2.0904641248718305,6.222458641586823,7.190553640402158,-0.15851942,0.5861248,-0.19104797,0.2979155753242977,0.0992015559613722,0.4710274542651486,11.61932884533565,18.700221637400578,16.60454361849982,327.0
3.0,2.0,7.0,2.554099556649854,5.979177257243119,7.488971797531459,0.38423395,-0.46517354,0.2771799,0.3248039798928992,0.0732723749548272,0.4675209027985079,15.829067271272695,21.83229356211575,15.686096267100218,3.2305186012661067,6.330726518377599,6.968219168768207,0.24846925,-0.11362085,0.028710645,0.3284565380165786,0.0630928077069059,0.4701187649407836,13.953131774571162,20.7957269500716,16.203746359832966,2.0961496269495448,6.199567332675079,7.182921369555605,-0.15851942,0.5861248,-0.19104797,0.309822921493413,0.1029845974507406,0.4594342911021963,11.635905687193745,18.717870167807416,16.59324361066954,327.0
3.0,2.0,7.0,2.555640932255777,5.974801885332296,7.48075045100192,0.38423395,-0.46517354,0.2771799,0.3281832883890133,0.058275247969226,0.4436568153329649,15.817323493370049,21.840143781743144,15.69556756853648,3.244463676932664,6.305349548762006,6.954130877092467,0.24846925,-0.11362085,0.028710645,0.3163809683560564,0.0570427462938908,0.4551705953461198,13.97038916042627,20.81726704481,16.183511991031484,2.0845644529144263,6.206223291126492,7.173609131411162,-0.15851942,0.5861248,-0.19104797,0.3180820470191757,0.1187528707343119,0.4675864169685379,11.615940139056068,18.714217511965497,16.612355415452765,327.0
3.0,2.0,7.0,2.540837572386036,5.989742854020418,7.495496637344278,0.38423395,-0.46517354,0.2771799,0.3249656260133422,0.0715568272040769,0.4506189467344866,15.81943336804832,21.8378836194612,15.700393170443808,3.2337253426647083,6.329048229312357,6.952237219593443,0.24846925,-0.11362085,0.028710645,0.3259446701772664,0.0643553304239264,0.4561488361188254,13.96566044147049,20.808485977974808,16.17719839413823,2.089006308967859,6.223015872151546,7.21602202879948,-0.15851942,0.5861248,-0.19104797,0.3194691806165404,0.1125543989020066,0.4493951807495174,11.629802180550072,18.69610105931004,16.586132049574456,327.0
