digit1,digit2,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,acc2X,acc2Y,acc2Z,gyro2X,gyro2Y,gyro2Z,rot2X,rot2Y,rot2Z,mag2X,mag2Y,mag2Z,digit3
7,0,0.90388876,5.2893343,8.043473,0.3827068,0.074067354,0.2376264,0.17019989,-0.23334444,-0.7295151,9.675,34.2,32.925003,0.9870393,6.09093,7.283752,0.32986698,-0.017867794,-0.021380268,0.18742613,-0.257631,-0.72281194,11.64375,29.643751,25.181252,1
7,0,0.9706638109288463,5.38678862583132,7.320856824507311,0.3827068,0.074067354,0.2376264,0.1709576700988445,-0.1320100106834578,-0.7597046301005431,9.035857592248991,32.061614849576785,32.48895902050364,0.8501622791032456,5.787081964803802,7.104786928392586,0.32986698,-0.017867794,-0.021380268,0.2494507722965586,-0.2696532615449142,-0.7655780168342375,10.882029182522276,30.70599065828462,24.8652602851674,1
7,0,0.847498567191997,5.0345602390806405,8.165014069728773,0.3827068,0.074067354,0.2376264,0.171921801740485,-0.2753210259336885,-0.6912153835804253,10.316001678502149,36.10703914745667,30.166650782051583,1.0167578940996378,6.225669433134995,6.984441709659955,0.32986698,-0.017867794,-0.021380268,0.1715901384844125,-0.2369563100968264,-0.6509832618021116,12.269134983218985,29.97479220961534,25.293948919112704,1
7,0,0.9643209775924924,5.756778409250029,7.570701110437477,0.3827068,0.074067354,0.2376264,0.151335533398578,-0.1955284303478927,-0.7180304002939262,8.868670948688157,33.068255506262545,33.040674969871134,1.0473193810556518,6.66715433997249,6.918438464368209,0.32986698,-0.017867794,-0.021380268,0.083422266540739,-0.2350942379992399,-0.6549611267149053,11.251435059215272,27.52880335365076,25.143210826845664,1
7,0,0.9158573313865072,5.699440939813571,8.634393704341193,0.3827068,0.074067354,0.2376264,0.2216739875844444,-0.2974638163157422,-0.7505217267213009,10.452844184566304,33.111957910485536,31.97113910193898,1.089550280930074,6.446719705367776,6.7568282578298895,0.32986698,-0.017867794,-0.021380268,0.2139787086882343,-0.217475080516643,-0.7094951128238589,12.090918508623922,28.032704259363744,24.253187076503128,1
7,0,0.8955406478940374,4.743266047235894,8.698491721269123,0.3827068,0.074067354,0.2376264,0.2097752295368986,-0.2219044783719372,-0.7563080470990036,10.595766536896384,36.610943229763905,35.19489850671708,0.8751559035905165,6.632952326922337,7.507031545782587,0.32986698,-0.017867794,-0.021380268,0.1475443300743949,-0.2751953573939659,-0.774455456522501,12.147291403703573,28.86486169685112,24.19441894571554,1
7,0,0.8269461330229086,4.871217382259569,8.13370314218493,0.3827068,0.074067354,0.2376264,0.1386178936302899,-0.1800131798381442,-0.7331652949657911,9.90834684201874,36.11781644288506,31.425255952798576,0.8537137690854195,6.648784999609498,7.176368529305687,0.32986698,-0.017867794,-0.021380268,0.218467253460878,-0.2839147285290283,-0.7865009006692701,12.639973324627665,31.100075489792165,24.882445592092616,1
7,0,0.9765193902291048,5.594659981360818,7.303573830319438,0.3827068,0.074067354,0.2376264,0.1981530128100824,-0.2503993915817733,-0.759792690327196,9.673520183908352,34.45012806397966,35.954353884743036,1.096474563102401,5.5826076082999245,6.988909701029659,0.32986698,-0.017867794,-0.021380268,0.1436447144214382,-0.225288013678935,-0.7118143776702799,12.36584619267755,31.088133508367587,26.698539526358807,1
7,0,0.910657543608171,5.0296677942127355,7.872465943132313,0.3827068,0.074067354,0.2376264,0.2380307779086923,-0.2072774619707002,-0.6655739255562294,9.72597566872214,33.229014672527114,30.396036204340888,1.0310230476063889,5.576837000695119,6.673622667181678,0.32986698,-0.017867794,-0.021380268,0.1741439682943159,-0.2597911803044125,-0.7815592226955617,12.299777775176045,32.225002903895444,26.5411110551357,1
7,0,0.8380452851687087,5.346934582776262,8.252861399128498,0.3827068,0.074067354,0.2376264,0.2017630856288377,-0.1296201723043584,-0.8264126433722295,9.353722735729376,32.026333818242776,33.369683760516175,0.8773930472470965,5.875987007562236,7.834681562436901,0.32986698,-0.017867794,-0.021380268,0.1579090948128775,-0.2496541599109824,-0.8513798632603066,12.587794220966796,32.59166145516728,23.397205145381665,1
7,0,0.9606503654466896,4.803823974952602,8.383365714349807,0.3827068,0.074067354,0.2376264,0.2484438539103813,-0.2439966272793949,-0.6814326018776332,9.57600638824315,35.628174411277946,31.103303409191287,1.018688651883361,5.9268258510392435,7.290660852207123,0.32986698,-0.017867794,-0.021380268,0.2339360400779807,-0.1948714476510619,-0.8568007877219426,11.463418270372095,32.48696684178546,25.74972000091096,1
7,0,0.918842900912603,5.6078338161438435,8.609460639876374,0.3827068,0.074067354,0.2376264,0.1952253727916212,-0.2532509157166605,-0.7767854185479018,9.3978384615208,34.06534630667436,32.60253453014768,1.1042357216814036,6.133983144653904,7.346095840232819,0.32986698,-0.017867794,-0.021380268,0.1822529160305304,-0.2921385056944051,-0.6912498235449837,11.158304171371944,27.35708701876369,27.09396777365649,1
7,0,0.8692818773889273,4.925231813456608,7.673400489175648,0.3827068,0.074067354,0.2376264,0.1695758813592392,-0.2974040194666545,-0.8099596563589053,10.336878105502771,31.920032531219636,34.073288265679594,1.0061428230485587,5.860472968358237,6.993765469156284,0.32986698,-0.017867794,-0.021380268,0.2131610314798295,-0.3191621270930352,-0.7363991901629547,10.870776796133669,29.448859371986327,24.325758425305736,1
7,0,0.9216813313587512,5.643159772957311,7.58036261407704,0.3827068,0.074067354,0.2376264,0.1381568973885944,-0.2213314034716673,-0.7539296391724105,9.510437518034385,36.3492389893772,32.57734313948334,0.8974254156442223,5.765636173209598,7.949654285061322,0.32986698,-0.017867794,-0.021380268,0.2441331080013776,-0.3745892772754579,-0.7445935616949209,12.38564886167355,32.010680823847196,26.74823446335865,1
7,0,0.883296845564244,5.047442494958039,7.889084768619295,0.3827068,0.074067354,0.2376264,0.0799705559467046,-0.1794164405061506,-0.7163758447170628,9.834389493201126,35.5505613750482,35.74345000974705,0.9625754991511744,6.244502193349746,7.996175653843539,0.32986698,-0.017867794,-0.021380268,0.1778178780632351,-0.332093265598902,-0.7780932026702372,11.85909391660544,29.099672836294125,26.698597406714168,1
7,0,0.9083148751729676,5.518663317705358,7.362982815622165,0.3827068,0.074067354,0.2376264,0.1317871831645189,-0.084472390448182,-0.7630241658111362,9.114349442371076,32.077085988743285,33.350344237928205,0.8741355333363744,6.107893023760044,7.272657757336497,0.32986698,-0.017867794,-0.021380268,0.2368069923278898,-0.3449114768579329,-0.8140044425774327,11.39232386656515,26.8868051906316,23.844611944073392,1
7,0,0.8134806020189939,5.222518587174303,8.612606182363026,0.3827068,0.074067354,0.2376264,0.1358745179407336,-0.175279357179364,-0.8254602592610856,9.530012044557331,32.69004932487253,35.96289111383229,1.0325318202600908,6.095575667388386,7.18051812515406,0.32986698,-0.017867794,-0.021380268,0.1770408721735371,-0.249118537005803,-0.7733200252748479,12.780344850219796,29.786862506647452,22.728758868102982,1
7,0,0.854350992079555,5.362168307485912,7.67296986524725,0.3827068,0.074067354,0.2376264,0.0949539376012559,-0.2852371333695628,-0.6733386915226712,10.149692903145882,32.259433995745525,32.872292844328,1.0122573302932545,5.669157165906301,6.629674972342459,0.32986698,-0.017867794,-0.021380268,0.1927390118841871,-0.1657328686325888,-0.7307086176961008,12.069026067707536,28.850590461788823,23.04584581742957,1
7,0,1.0417032532887052,5.670349464695309,8.63182279172525,0.3827068,0.074067354,0.2376264,0.2013538303703473,-0.2636394845875212,-0.6895161058879863,10.039360175150769,31.289825177343445,31.663959398677793,1.0236085136911504,6.254116851121874,6.908093121324609,0.32986698,-0.017867794,-0.021380268,0.2140797255923953,-0.2761402905833439,-0.7127307393045406,11.571020928277711,30.47016641256629,24.76291104519066,1
7,0,0.9365450190078562,5.0245991726025645,8.225111210553584,0.3827068,0.074067354,0.2376264,0.1952543698362621,-0.2521868414092064,-0.7103153432404893,8.787556222784849,37.46811281671853,34.28682409989608,0.8901783168458375,5.726877332716264,7.369261096227525,0.32986698,-0.017867794,-0.021380268,0.2494881818423832,-0.1872862402452894,-0.8096497252804936,12.685463348505742,30.57843519329825,25.45410529257258,1
