digit1,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,digit2
7,0.90388876,5.2893343,8.043473,0.3827068,0.074067354,0.2376264,0.17019989,-0.23334444,-0.7295151,9.675,34.2,32.925003,0
7,0.9706638109288463,5.38678862583132,7.320856824507311,0.3827068,0.074067354,0.2376264,0.1709576700988445,-0.1320100106834578,-0.7597046301005431,9.035857592248991,32.061614849576785,32.48895902050364,0
7,0.847498567191997,5.0345602390806405,8.165014069728773,0.3827068,0.074067354,0.2376264,0.171921801740485,-0.2753210259336885,-0.6912153835804253,10.316001678502149,36.10703914745667,30.166650782051583,0
7,0.9643209775924924,5.756778409250029,7.570701110437477,0.3827068,0.074067354,0.2376264,0.151335533398578,-0.1955284303478927,-0.7180304002939262,8.868670948688157,33.068255506262545,33.040674969871134,0
7,0.9158573313865072,5.699440939813571,8.634393704341193,0.3827068,0.074067354,0.2376264,0.2216739875844444,-0.2974638163157422,-0.7505217267213009,10.452844184566304,33.111957910485536,31.97113910193898,0
7,0.8955406478940374,4.743266047235894,8.698491721269123,0.3827068,0.074067354,0.2376264,0.2097752295368986,-0.2219044783719372,-0.7563080470990036,10.595766536896384,36.610943229763905,35.19489850671708,0
7,0.8269461330229086,4.871217382259569,8.13370314218493,0.3827068,0.074067354,0.2376264,0.1386178936302899,-0.1800131798381442,-0.7331652949657911,9.90834684201874,36.11781644288506,31.425255952798576,0
7,0.9765193902291048,5.594659981360818,7.303573830319438,0.3827068,0.074067354,0.2376264,0.1981530128100824,-0.2503993915817733,-0.759792690327196,9.673520183908352,34.45012806397966,35.954353884743036,0
7,0.910657543608171,5.0296677942127355,7.872465943132313,0.3827068,0.074067354,0.2376264,0.2380307779086923,-0.2072774619707002,-0.6655739255562294,9.72597566872214,33.229014672527114,30.396036204340888,0
7,0.8380452851687087,5.346934582776262,8.252861399128498,0.3827068,0.074067354,0.2376264,0.2017630856288377,-0.1296201723043584,-0.8264126433722295,9.353722735729376,32.026333818242776,33.369683760516175,0
7,0.9606503654466896,4.803823974952602,8.383365714349807,0.3827068,0.074067354,0.2376264,0.2484438539103813,-0.2439966272793949,-0.6814326018776332,9.57600638824315,35.628174411277946,31.103303409191287,0
7,0.918842900912603,5.6078338161438435,8.609460639876374,0.3827068,0.074067354,0.2376264,0.1952253727916212,-0.2532509157166605,-0.7767854185479018,9.3978384615208,34.06534630667436,32.60253453014768,0
7,0.8692818773889273,4.925231813456608,7.673400489175648,0.3827068,0.074067354,0.2376264,0.1695758813592392,-0.2974040194666545,-0.8099596563589053,10.336878105502771,31.920032531219636,34.073288265679594,0
7,0.9216813313587512,5.643159772957311,7.58036261407704,0.3827068,0.074067354,0.2376264,0.1381568973885944,-0.2213314034716673,-0.7539296391724105,9.510437518034385,36.3492389893772,32.57734313948334,0
7,0.883296845564244,5.047442494958039,7.889084768619295,0.3827068,0.074067354,0.2376264,0.0799705559467046,-0.1794164405061506,-0.7163758447170628,9.834389493201126,35.5505613750482,35.74345000974705,0
7,0.9083148751729676,5.518663317705358,7.362982815622165,0.3827068,0.074067354,0.2376264,0.1317871831645189,-0.084472390448182,-0.7630241658111362,9.114349442371076,32.077085988743285,33.350344237928205,0
7,0.8134806020189939,5.222518587174303,8.612606182363026,0.3827068,0.074067354,0.2376264,0.1358745179407336,-0.175279357179364,-0.8254602592610856,9.530012044557331,32.69004932487253,35.96289111383229,0
7,0.854350992079555,5.362168307485912,7.67296986524725,0.3827068,0.074067354,0.2376264,0.0949539376012559,-0.2852371333695628,-0.6733386915226712,10.149692903145882,32.259433995745525,32.872292844328,0
7,1.0417032532887052,5.670349464695309,8.63182279172525,0.3827068,0.074067354,0.2376264,0.2013538303703473,-0.2636394845875212,-0.6895161058879863,10.039360175150769,31.289825177343445,31.663959398677793,0
7,0.9365450190078562,5.0245991726025645,8.225111210553584,0.3827068,0.074067354,0.2376264,0.1952543698362621,-0.2521868414092064,-0.7103153432404893,8.787556222784849,37.46811281671853,34.28682409989608,0
7,1.0646720040598778,5.689735834464913,8.689772376724495,0.3827068,0.074067354,0.2376264,0.2179459232707184,-0.2163877079461501,-0.610596604297801,10.44442041342941,33.06385705911669,34.53584069810685,0
7,0.7706787355478677,5.491263253803101,7.320590002368024,0.3827068,0.074067354,0.2376264,0.2117619046366062,-0.3184009610234901,-0.6349805261916592,9.552182417149982,35.142558688833375,36.03571984365582,0
7,0.745032022990143,5.624669394821045,7.324133168485494,0.3827068,0.074067354,0.2376264,0.1130703008585094,-0.2584420098660729,-0.7469345054218597,10.008851483543214,33.00194713969743,33.042978474265034,0
7,0.9587213692817442,5.258740608032804,7.693016767229094,0.3827068,0.074067354,0.2376264,0.2089112690669269,-0.2174222463852477,-0.7498093785241045,10.37473847109405,35.670407233507675,31.886325510367776,0
7,0.8952002695496,5.00776480351791,7.381211561908512,0.3827068,0.074067354,0.2376264,0.1684925762646638,-0.312842672176867,-0.8244360022563753,10.053708156625044,31.01339995350504,34.46424752583253,0
7,1.0907493530575714,5.361149071110535,7.641357449664285,0.3827068,0.074067354,0.2376264,0.2349598631892583,-0.1333129975779694,-0.8098624762853373,10.38920100907295,36.147954831473776,35.49821376173164,0
7,0.9715160153821684,5.055919152034097,8.744500737425748,0.3827068,0.074067354,0.2376264,0.13202073555019,-0.2360272267233115,-0.823157048989543,9.69559760450583,35.72438644198677,31.34920687822356,0
7,0.8843704618759447,4.882344081176984,8.217945171147182,0.3827068,0.074067354,0.2376264,0.1644393688200194,-0.2656281347558456,-0.7975335239224205,9.495882526482578,35.77032455737413,31.466300007751983,0
7,0.965260612598438,5.372159934607686,8.24937047460932,0.3827068,0.074067354,0.2376264,0.1671297209977483,-0.2640174769268057,-0.6264340648884825,9.34188848459394,31.34017691483926,35.73580887915636,0
7,0.9909315393699162,5.244410680223596,7.949389500881151,0.3827068,0.074067354,0.2376264,0.0580033962099531,-0.2994102140153312,-0.7214334564883794,8.809374800756586,37.65942191628371,36.11746238592704,0
7,0.8938365405333725,5.518262373595433,7.960653358516292,0.3827068,0.074067354,0.2376264,0.100224401742143,-0.3273239150563158,-0.7904181587178347,9.606257279416988,31.07673252046927,35.546210388861674,0
7,0.8438781204697012,5.893183169344065,8.783422765480799,0.3827068,0.074067354,0.2376264,0.2200599434738873,-0.1714709680015357,-0.7269540135605792,10.485094207553765,32.274410301645,32.47374436107991,0
7,0.9701516437095858,4.763349682166012,7.5747417454756,0.3827068,0.074067354,0.2376264,0.1699631363086568,-0.26205813489097,-0.6629425022514497,9.09106143797198,34.63074093099528,29.63645056310187,0
