digit1,digit2,digit3,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,acc2X,acc2Y,acc2Z,gyro2X,gyro2Y,gyro2Z,rot2X,rot2Y,rot2Z,mag2X,mag2Y,mag2Z,acc3X,acc3Y,acc3Z,gyro3X,gyro3Y,gyro3Z,rot3X,rot3Y,rot3Z,mag3X,mag3Y,mag3Z,digit4
2,1,4,2.3922246,6.1232333,7.140781,0.33750278,-0.34193155,0.16859868,0.31544104,0.110243976,0.55580336,11.6625,17.925001,8.587501,2.5968108,6.2201424,7.033104,-0.023060145,0.08933897,0.013133593,0.33024657,0.099312134,0.5533103,10.59375,17.15625,8.681251,2.5722845,6.1884375,7.0414786,-0.07422007,0.06780599,-0.023365578,0.3177864,0.105532125,0.55960834,9.75,16.650002,8.775001,8
2,1,4,2.586351085783619,6.61659060157707,7.587349242394407,0.33750278,-0.34193155,0.16859868,0.4204814923235848,0.1049288459582732,0.5390845096699833,12.33454440180654,17.71235978201567,8.460038595360118,2.7138601592582177,6.498893199613781,7.250315040041656,-0.023060145,0.08933897,0.013133593,0.3384076376091093,0.0869187494126811,0.514503740290375,11.310962292895482,17.658876151924176,9.054141740401253,2.6666800714542984,6.7714625998920654,7.446669697496988,-0.07422007,0.06780599,-0.023365578,0.2930269404211533,0.0628293334543166,0.6068272617200321,9.22418398895871,17.606774938441674,8.19979741854892,8
2,1,4,2.333373928072438,6.256945459019126,6.596379692524785,0.33750278,-0.34193155,0.16859868,0.321323971576709,0.0528694390253866,0.5075808048213957,11.933361490214065,17.174872545297603,9.16296213196506,2.4338160576563808,5.987686082089648,7.114039095739728,-0.023060145,0.08933897,0.013133593,0.3745525166025511,0.1332523231083102,0.5040543953299955,10.286873878474692,17.641173341990914,8.25415958787465,2.833018292547073,5.5600267044428735,6.909894209108531,-0.07422007,0.06780599,-0.023365578,0.3158342291155065,0.0607914576983368,0.5460165654325357,9.454061184245544,15.651740937353813,8.787012397126116,8
2,1,4,2.231158287463699,5.504662241389945,7.055257987386157,0.33750278,-0.34193155,0.16859868,0.2433609269737238,0.1389850331525979,0.7256557967894451,12.160768283035882,18.78451725460175,8.936834421506983,2.292211206639649,6.515159967244606,7.019894345939674,-0.023060145,0.08933897,0.013133593,0.2680969945441604,0.1108749659137149,0.4359640099995738,10.29027660276862,15.461747182195309,9.33078547862604,2.4934330076515026,5.564906459275028,7.160117825738241,-0.07422007,0.06780599,-0.023365578,0.3104536953589737,0.1312788677791404,0.5689595762907822,9.51338432211368,16.372176451589127,9.013618146063736,8
2,1,4,2.3931937685503684,6.72177329225382,7.316720770446256,0.33750278,-0.34193155,0.16859868,0.1419562712845362,0.0421537196709381,0.6579378978283608,11.348705251249545,18.662665694407668,8.67814873023641,2.4930649411334076,5.923166169741927,7.139052107722279,-0.023060145,0.08933897,0.013133593,0.3364576324229079,0.0240120648260504,0.5216673685425548,10.583784020035678,15.48524817604857,8.10872723697115,2.474262684172795,5.635739655446119,6.881050930870266,-0.07422007,0.06780599,-0.023365578,0.2918295902555847,0.0856456509830007,0.5064256085800618,10.685918228048708,18.187981644592337,9.503317685935151,8
2,1,4,2.6556902879502964,5.96506647617716,7.05482510544644,0.33750278,-0.34193155,0.16859868,0.2199127826510005,0.1271513593646092,0.5164790805873265,11.54021420007101,17.140770443049,8.845810990722795,2.4991178077023535,6.64382089938071,6.840903242150502,-0.023060145,0.08933897,0.013133593,0.3502584284181325,0.0390832862094673,0.5074974997406049,9.856002552984668,17.627568887807495,8.71833679899593,2.578798619670953,5.740175871558215,7.067582959504823,-0.07422007,0.06780599,-0.023365578,0.3213539490881882,0.1015120032707293,0.6092572632996223,9.263313222116636,18.32330890901139,9.167952898055583,8
2,1,4,2.1853909350571983,6.427947034266759,7.436956853514762,0.33750278,-0.34193155,0.16859868,0.2774299786616616,0.1308275429557642,0.5987950178084486,12.157259511085105,18.338461622008467,8.184919634241838,2.434132181049225,6.738539320782892,7.496411625680992,-0.023060145,0.08933897,0.013133593,0.3206288440927717,0.0919108771113953,0.545824605866688,11.166263678220998,15.488882118942891,8.501853509711196,2.4715563460293777,6.383339488967417,7.1660819660322375,-0.07422007,0.06780599,-0.023365578,0.3364267111043937,0.1296629934462123,0.6081103030004643,10.274194582535928,17.51195118942515,9.569658023701011,8
2,1,4,2.545544267378553,5.9427574356201704,6.45684920613503,0.33750278,-0.34193155,0.16859868,0.2690685929901497,0.1594084934484953,0.5585182673580911,12.667432572847114,18.698044390338985,8.304047956121641,2.8133059244648093,6.553343308677734,7.272961114692814,-0.023060145,0.08933897,0.013133593,0.396324076383741,0.1002121571058638,0.5899977235477082,11.410113374521837,17.01361260437749,8.16213244335218,2.4676850201687586,6.108605130972344,6.6446458273321625,-0.07422007,0.06780599,-0.023365578,0.4030480183431001,0.0373570385367518,0.4472239769803537,9.71529257058339,17.136996501337553,9.429513357669023,8
2,1,4,2.483201507188216,6.244055859733802,7.526543163216122,0.33750278,-0.34193155,0.16859868,0.2711763382058186,0.0708669064777636,0.4416994064747095,10.603183263508406,17.798442058608078,7.892397552289993,2.5361592338985086,5.643658904357875,7.467404022280104,-0.023060145,0.08933897,0.013133593,0.4077147054719851,0.0610130798093761,0.5550372997859694,11.102892995541458,15.49353321289264,9.411482962385351,2.467832692521947,6.4447902421314875,6.974640852735989,-0.07422007,0.06780599,-0.023365578,0.2825807208281929,0.0238214972445661,0.4821628765536742,8.804506557131027,15.01766036530529,8.336609864628036,8
2,1,4,2.5341922280665563,6.475150455888383,6.89231343402294,0.33750278,-0.34193155,0.16859868,0.3142601580873228,0.0311789959623157,0.5281638451655726,11.19892788394519,17.45442274704124,8.075004853642078,2.4273590971025047,5.5700492007009315,6.984047438643243,-0.023060145,0.08933897,0.013133593,0.3687677553082965,0.0911414532986688,0.6703256649035123,10.841842068557296,16.750845879782617,8.704864206895742,2.4588259849704786,6.446254602520274,7.014027410392811,-0.07422007,0.06780599,-0.023365578,0.232092369177169,0.1294004698296809,0.584920279656031,8.789316104023229,16.121400921030386,8.627852912491797,8
