digit1,digit2,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,acc2X,acc2Y,acc2Z,gyro2X,gyro2Y,gyro2Z,rot2X,rot2Y,rot2Z,mag2X,mag2Y,mag2Z,sequence
2,1,2.3922246,6.1232333,7.140781,0.33750278,-0.34193155,0.16859868,0.31544104,0.110243976,0.55580336,11.6625,17.925001,8.587501,2.5968108,6.2201424,7.033104,-0.023060145,0.08933897,0.013133593,0.33024657,0.099312134,0.5533103,10.59375,17.15625,8.681251,2148
2,1,2.586351085783619,6.61659060157707,7.587349242394407,0.33750278,-0.34193155,0.16859868,0.4204814923235848,0.1049288459582732,0.5390845096699833,12.33454440180654,17.71235978201567,8.460038595360118,2.7138601592582177,6.498893199613781,7.250315040041656,-0.023060145,0.08933897,0.013133593,0.3384076376091093,0.0869187494126811,0.514503740290375,11.310962292895482,17.658876151924176,9.054141740401253,2148
2,1,2.333373928072438,6.256945459019126,6.596379692524785,0.33750278,-0.34193155,0.16859868,0.321323971576709,0.0528694390253866,0.5075808048213957,11.933361490214065,17.174872545297603,9.16296213196506,2.4338160576563808,5.987686082089648,7.114039095739728,-0.023060145,0.08933897,0.013133593,0.3745525166025511,0.1332523231083102,0.5040543953299955,10.286873878474692,17.641173341990914,8.25415958787465,2148
2,1,2.231158287463699,5.504662241389945,7.055257987386157,0.33750278,-0.34193155,0.16859868,0.2433609269737238,0.1389850331525979,0.7256557967894451,12.160768283035882,18.78451725460175,8.936834421506983,2.292211206639649,6.515159967244606,7.019894345939674,-0.023060145,0.08933897,0.013133593,0.2680969945441604,0.1108749659137149,0.4359640099995738,10.29027660276862,15.461747182195309,9.33078547862604,2148
2,1,2.3931937685503684,6.72177329225382,7.316720770446256,0.33750278,-0.34193155,0.16859868,0.1419562712845362,0.0421537196709381,0.6579378978283608,11.348705251249545,18.662665694407668,8.67814873023641,2.4930649411334076,5.923166169741927,7.139052107722279,-0.023060145,0.08933897,0.013133593,0.3364576324229079,0.0240120648260504,0.5216673685425548,10.583784020035678,15.48524817604857,8.10872723697115,2148
2,1,2.6556902879502964,5.96506647617716,7.05482510544644,0.33750278,-0.34193155,0.16859868,0.2199127826510005,0.1271513593646092,0.5164790805873265,11.54021420007101,17.140770443049,8.845810990722795,2.4991178077023535,6.64382089938071,6.840903242150502,-0.023060145,0.08933897,0.013133593,0.3502584284181325,0.0390832862094673,0.5074974997406049,9.856002552984668,17.627568887807495,8.71833679899593,2148
2,1,2.1853909350571983,6.427947034266759,7.436956853514762,0.33750278,-0.34193155,0.16859868,0.2774299786616616,0.1308275429557642,0.5987950178084486,12.157259511085105,18.338461622008467,8.184919634241838,2.434132181049225,6.738539320782892,7.496411625680992,-0.023060145,0.08933897,0.013133593,0.3206288440927717,0.0919108771113953,0.545824605866688,11.166263678220998,15.488882118942891,8.501853509711196,2148
2,1,2.545544267378553,5.9427574356201704,6.45684920613503,0.33750278,-0.34193155,0.16859868,0.2690685929901497,0.1594084934484953,0.5585182673580911,12.667432572847114,18.698044390338985,8.304047956121641,2.8133059244648093,6.553343308677734,7.272961114692814,-0.023060145,0.08933897,0.013133593,0.396324076383741,0.1002121571058638,0.5899977235477082,11.410113374521837,17.01361260437749,8.16213244335218,2148
2,1,2.483201507188216,6.244055859733802,7.526543163216122,0.33750278,-0.34193155,0.16859868,0.2711763382058186,0.0708669064777636,0.4416994064747095,10.603183263508406,17.798442058608078,7.892397552289993,2.5361592338985086,5.643658904357875,7.467404022280104,-0.023060145,0.08933897,0.013133593,0.4077147054719851,0.0610130798093761,0.5550372997859694,11.102892995541458,15.49353321289264,9.411482962385351,2148
2,1,2.5341922280665563,6.475150455888383,6.89231343402294,0.33750278,-0.34193155,0.16859868,0.3142601580873228,0.0311789959623157,0.5281638451655726,11.19892788394519,17.45442274704124,8.075004853642078,2.4273590971025047,5.5700492007009315,6.984047438643243,-0.023060145,0.08933897,0.013133593,0.3687677553082965,0.0911414532986688,0.6703256649035123,10.841842068557296,16.750845879782617,8.704864206895742,2148
